OrderID,Date,Region,Product,Category,Quantity,UnitPrice,CustomerID,SalesRep,PaymentMethod,TotalAmount
1406,2024-10-31,West,Tablet,Accessories,14,49,5110,Bob,Net Banking,686
1299,2024-06-09,East,Keyboard,Accessories,12,299,5133,Charlie,UPI,3588
1078,2024-08-02,West,Tablet,Electronics,6,79,5120,Alice,Credit Card,474
1469,2024-10-11,North,Keyboard,Electronics,1,79,5161,Eve,Debit Card,79
1318,2024-01-27,East,Headphones,Accessories,4,49,5190,Frank,Net Banking,196
1476,2024-08-05,South,Charger,Accessories,12,599,5045,Frank,Net Banking,7188
1091,2024-02-10,West,Mouse,Electronics,17,79,5082,Bob,Net Banking,1343
1239,2024-12-14,South,Tablet,Electronics,18,49,5176,Charlie,Cash,882
1486,2024-01-10,Central,Keyboard,Accessories,2,299,5105,Frank,Net Banking,598
1064,2024-01-02,North,Headphones,Electronics,18,49,5031,Alice,Cash,882
1458,2024-07-07,Central,Headphones,Electronics,16,1299,5035,Frank,Net Banking,20784
1071,2024-02-13,West,Keyboard,Electronics,14,19,5106,Charlie,Credit Card,266
1003,2024-09-27,West,Phone,Electronics,13,49,5145,Diana,Cash,637
1288,2024-04-21,South,Keyboard,Electronics,3,19,5027,Eve,Credit Card,57
1342,2024-10-28,North,Mouse,Electronics,13,1299,5033,Charlie,Debit Card,16887
1138,2024-06-27,Central,Laptop,Electronics,17,49,5033,Eve,UPI,833
1250,2024-02-08,Central,Phone,Electronics,4,599,5003,Eve,UPI,2396
1195,2024-06-28,South,Laptop,Electronics,2,299,5120,Alice,Credit Card,598
1173,2024-08-18,Central,Tablet,Electronics,15,79,5076,Frank,Net Banking,1185
1083,2024-07-26,North,Tablet,Accessories,3,599,5106,Eve,UPI,1797
1454,2024-02-17,East,Tablet,Electronics,10,19,5113,Eve,UPI,190
1319,2024-08-13,North,Tablet,Electronics,13,79,5161,Charlie,Credit Card,1027
1034,2024-09-27,South,Charger,Electronics,15,299,5046,Charlie,Net Banking,4485
1427,2024-05-23,East,Tablet,Accessories,13,1299,5168,Frank,Credit Card,16887
1228,2024-10-06,South,Laptop,Accessories,14,899,5074,Diana,Net Banking,12586
1001,2024-04-12,,Phone,Electronics,6,299,5045,Diana,Debit Card,1794
1012,2024-03-28,Central,Keyboard,Electronics,12,899,5124,Charlie,Debit Card,10788
1238,2024-11-21,North,Keyboard,Accessories,2,79,5143,Frank,Net Banking,158
1023,2024-10-03,Central,Keyboard,Electronics,1,899,5107,Frank,Credit Card,899
1105,2024-06-11,East,Headphones,Accessories,4,299,5176,Alice,Net Banking,1196
1297,2024-07-26,West,Phone,Electronics,5,79,5154,Eve,Net Banking,395
1102,2024-03-03,South,Laptop,Accessories,2,899,5160,Bob,UPI,1798
1080,2024-07-08,North,Headphones,Electronics,19,19,5080,Charlie,Debit Card,361
1430,2024-04-15,East,Tablet,Accessories,5,49,5064,Frank,Debit Card,245
1432,2024-05-26,South,Tablet,Electronics,8,599,5120,Charlie,Net Banking,4792
1019,2024-09-14,North,Phone,Electronics,18,899,5061,Bob,Net Banking,16182
1177,2024-04-30,West,Headphones,Electronics,18,1299,5188,Charlie,Net Banking,23382
1232,2024-08-27,South,Tablet,Electronics,19,899,5164,Frank,Debit Card,17081
1123,2024-08-01,South,Mouse,Electronics,12,1299,5147,Charlie,Cash,15588
1133,2024-10-09,Central,Mouse,Accessories,14,79,5117,Diana,Debit Card,1106
1040,2024-08-31,West,Headphones,Accessories,165,49,5049,Eve,Credit Card,8085
1465,2024-06-02,North,Charger,Electronics,8,1299,5020,Alice,Credit Card,10392
1047,2024-06-15,West,Tablet,Accessories,9,49,5090,Charlie,Credit Card,441
1358,2024-02-27,West,Headphones,Electronics,15,19,5191,Bob,Credit Card,285
1278,2024-02-23,East,Mouse,Electronics,6,79,5119,Charlie,Debit Card,474
1363,2024-04-23,West,Charger,Accessories,17,299,5047,Charlie,Cash,5083
1094,2024-10-27,East,Phone,Electronics,12,899,5021,Charlie,Credit Card,10788
1447,2024-05-01,North,Keyboard,Accessories,8,299,5086,Bob,Credit Card,2392
1204,2024-03-21,East,Laptop,Electronics,16,599,5028,Charlie,Net Banking,9584
1451,2024-04-05,West,Charger,Accessories,13,19,5183,Bob,Credit Card,247
1149,2024-06-19,South,Phone,Electronics,11,79,5086,Charlie,Net Banking,869
1221,2024-09-03,South,Mouse,Accessories,17,1299,5178,Bob,UPI,22083
1070,2024-08-05,North,Charger,Electronics,19,49,5108,Eve,UPI,931
1254,2024-09-23,South,Laptop,Accessories,4,49,5040,Bob,Debit Card,196
1399,2024-03-03,South,Charger,Accessories,3,299,5088,Charlie,UPI,897
1168,2024-12-05,Central,Laptop,Electronics,12,1299,5112,Eve,Cash,15588
1276,2024-05-10,West,Headphones,Electronics,3,79,5063,Charlie,Debit Card,237
1105,2024-06-11,East,Headphones,Accessories,4,299,5176,Alice,Net Banking,1196
1280,2024-06-09,North,Mouse,Accessories,3,599,5158,Bob,Credit Card,1797
1321,2024-10-12,West,Phone,Electronics,2,299,5180,Eve,UPI,598
1330,2024-02-18,South,Laptop,Accessories,10,49,5023,Charlie,Debit Card,490
1174,2024-07-08,West,Mouse,Electronics,15,19,5088,Diana,Debit Card,285
1273,2024-05-26,South,Mouse,Electronics,1,299,5119,Eve,Cash,299
1496,2024-09-13,East,Keyboard,Accessories,15,79,5157,Charlie,Cash,1185
1183,2024-05-16,Central,Keyboard,Electronics,3,299,5049,Bob,Credit Card,897
1269,2024-06-08,South,Keyboard,Electronics,12,49,5137,Alice,Net Banking,588
1353,2024-05-07,North,Tablet,Accessories,10,79,5124,Frank,Debit Card,790
1118,2024-08-03,South,Phone,Accessories,3,49,5069,Bob,Net Banking,147
1394,2024-08-02,East,Headphones,Accessories,13,899,5078,Frank,Net Banking,11687
1333,2024-08-07,Central,Laptop,Accessories,2,79,5150,Alice,Net Banking,158
1456,2024-08-24,South,Mouse,Accessories,12,79,5158,Bob,Cash,948
1445,2024-05-08,North,Phone,Electronics,3,19,5125,,Cash,57
1357,2024-02-23,South,Phone,Electronics,9,1299,5128,Charlie,Net Banking,11691
1087,2024-10-06,South,Tablet,Electronics,15,899,5045,Alice,Cash,13485
1439,2024-12-11,South,Laptop,Electronics,6,599,5041,Eve,Net Banking,3594
1076,2024-10-30,North,Tablet,Accessories,12,79,5183,Frank,Credit Card,948
1452,2024-05-05,Central,Headphones,Accessories,15,49,5016,Bob,Credit Card,735
1016,2024-05-10,West,Laptop,Accessories,1,299,5090,Frank,Net Banking,299
1211,2024-12-08,West,Mouse,Electronics,6,899,5200,Frank,UPI,5394
1181,2024-12-24,North,Laptop,Electronics,5,599,5192,,UPI,2995
1398,2024-07-04,west,Tablet,Accessories,18,19,5168,Alice,Debit Card,342
1020,2024-12-09,South,Mouse,Accessories,1,599,5138,Alice,UPI,599
1309,2024-01-22,West,Headphones,Accessories,13,1299,5194,Bob,Net Banking,16887
1341,2024-12-14,Central,Mouse,Accessories,7,49,5163,Charlie,Credit Card,343
1057,2024-04-01,North,Phone,Accessories,4,1299,5041,Charlie,Credit Card,5196
1279,2024-04-29,North,Charger,Electronics,11,599,5021,Bob,UPI,6589
1468,2024-07-03,North,Laptop,Accessories,12,299,5172,Eve,Credit Card,3588
1066,2024-04-15,North,Headphones,Electronics,12,599,5152,Eve,Net Banking,7188
1155,2024-07-05,East,Tablet,Electronics,10,19,5098,Eve,Credit Card,190
1026,2024-01-22,South,Mouse,Electronics,1,1299,5118,Charlie,Credit Card,1299
1266,2024-09-10,South,Tablet,Electronics,7,899,5110,Diana,Cash,6293
1043,2024-11-02,South,Laptop,Accessories,9,1299,5192,Alice,Net Banking,11691
1313,2024-08-17,South,Mouse,Accessories,15,49,5131,Diana,Cash,735
1413,2024-09-20,North,Phone,Electronics,14,19,5071,Eve,UPI,266
1457,2024-09-28,South,Phone,Accessories,17,1299,5012,Charlie,Net Banking,22083
1285,2024-12-05,East,Phone,Accessories,2,599,5102,Eve,Debit Card,1198
1127,2024-05-10,East,Keyboard,Accessories,5,899,5128,Frank,UPI,4495
1335,2024-02-15,South,Laptop,Accessories,13,1299,5069,Alice,Net Banking,16887
1032,2024-06-18,South,Keyboard,Accessories,14,19,5170,Eve,Debit Card,266
1114,2024-09-24,West,Phone,Electronics,18,19,5165,Diana,UPI,342
1256,2024-10-24,North,Tablet,Electronics,19,49,5129,Alice,UPI,931
1219,2024-06-08,North,Phone,Accessories,18,899,5089,Alice,Net Banking,16182
1417,2024-01-05,West,Mouse,Electronics,1,899,5119,Eve,Net Banking,899
1058,2024-09-20,East,Laptop,Electronics,6,19,5182,Frank,UPI,114
1397,2024-06-01,South,  Laptop  ,Electronics,7,299,5025,Bob,Net Banking,2093
1025,2024-11-09,West,Mouse,Accessories,13,49,5094,Charlie,Cash,637
1018,2024-11-04,North,Keyboard,Electronics,8,19,5069,Alice,Credit Card,152
1193,2024-04-05,West,Headphones,Accessories,18,299,5116,Diana,UPI,5382
1067,2024-09-16,East,Keyboard,Accessories,13,19,5036,Charlie,Debit Card,247
1287,2024-08-14,South,Laptop,Accessories,9,19,5128,Diana,UPI,171
1423,2024-02-16,West,Headphones,Accessories,6,599,5166,Bob,UPI,3594
1095,2024-03-05,Central,Mouse,Electronics,18,299,5196,Frank,UPI,5382
1312,2024-02-07,Central,Charger,Accessories,15,899,5108,Eve,Credit Card,13485
1369,2024-09-29,East,Charger,Electronics,7,19,5117,Charlie,Cash,133
1024,2024-06-09,Central,Tablet,Electronics,9,599,5113,Bob,Cash,5391
1272,2024-04-08,East,Mouse,Electronics,19,299,5046,Bob,Cash,5681
1300,2024-03-08,North,Charger,Electronics,4,899,5189,Diana,Debit Card,3596
1374,2024-02-08,Central,  Laptop  ,Electronics,10,299,5039,Alice,Net Banking,2990
1006,2024-07-07,West,Tablet,Electronics,9,899,5148,Eve,Credit Card,8091
1117,2024-03-02,Central,Keyboard,Electronics,1,1299,5082,Alice,Net Banking,1299
1046,2024-11-24,Central,Charger,Electronics,7,299,5070,Frank,Cash,2093
1186,2024-08-12,East,Phone,Accessories,5,19,5135,Frank,Debit Card,95
1017,2024-05-29,East,Keyboard,Accessories,10,79,5144,Frank,UPI,790
1478,2024-02-08,East,Keyboard,Electronics,2,19,5175,Frank,,38
1368,2024-06-03,South,Keyboard,Electronics,4,79,5057,Eve,Cash,316
1004,2024-04-16,East,Keyboard,Electronics,1,599,5198,Frank,Credit Card,599
1235,2024-07-19,East,Laptop,Electronics,16,1299,5055,Bob,Cash,20784
1385,2024-01-20,South,Charger,Electronics,16,899,5046,Bob,Credit Card,14384
1061,2024-03-21,North,Charger,Accessories,10,1299,5108,Alice,Net Banking,12990
1111,2024-05-14,North,Charger,Electronics,12,79,5128,Diana,Credit Card,948
1410,2024-09-27,East,Keyboard,Electronics,10,49,5019,Alice,Credit Card,490
1421,2024-12-30,East,  Headphones  ,Electronics,8,899,5142,Diana,Cash,7192
1030,2024-02-18,East,Phone,Accessories,6,599,5051,Alice,UPI,3594
1275,2024-07-26,North,Headphones,Accessories,17,599,5129,Eve,Debit Card,10183
1303,2024-10-30,West,Phone,Electronics,16,599,5178,Alice,Cash,9584
1027,2024-09-09,Central,Tablet,Accessories,13,599,5198,Diana,Cash,7787
1008,2024-04-12,East,Mouse,Accessories,11,599,5143,Frank,Credit Card,6589
1182,2024-07-16,North,Charger,Accessories,1,899,5063,Charlie,Debit Card,899
1282,2024-03-15,Central,Keyboard,Electronics,14,1299,5162,Charlie,Credit Card,18186
1109,2024-02-10,South,Headphones,Accessories,19,299,5154,Charlie,Net Banking,5681
1038,2024-12-29,East,Keyboard,Electronics,17,299,5064,Diana,Cash,5083
1158,2024-10-10,North,Laptop,Electronics,1,19,5085,Alice,Net Banking,19
1482,2024-08-09,East,Laptop,Accessories,18,19,5076,Frank,Cash,342
1119,2024-10-19,North,Laptop,Accessories,8,79,5131,Eve,Debit Card,632
1115,2024-02-02,North,Laptop,Electronics,8,1299,5058,Bob,Net Banking,10392
1267,2024-05-19,West,Laptop,Electronics,15,299,5019,Eve,Net Banking,4485
1176,2024-10-09,East,Keyboard,Accessories,12,49,5038,Bob,UPI,588
1422,2024-12-15,Central,Keyboard,Electronics,1,19,5120,Charlie,UPI,19
1350,2024-06-09,North,Phone,Accessories,1,1299,5167,Frank,Credit Card,1299
1145,2024-08-09,Central,Keyboard,Electronics,12,49,5186,Alice,Debit Card,588
1381,2024-11-11,,Laptop,Accessories,12,19,5187,Eve,Net Banking,228
1392,2024-11-17,West,Mouse,Electronics,9,49,5147,Bob,Cash,441
1212,2024-08-11,Central,Mouse,Accessories,5,49,5044,Eve,UPI,245
1322,2024-04-06,West,Mouse,Accessories,14,1299,5034,Bob,UPI,18186
1495,2024-04-05,East,Laptop,Accessories,11,899,5020,Eve,Cash,9889
1111,2024-05-14,North,Charger,Electronics,12,79,5128,Diana,Credit Card,948
1142,2024-08-28,South,Tablet,Electronics,5,899,5061,Charlie,UPI,4495
1377,2024-01-26,East,Tablet,Electronics,5,599,5077,Charlie,UPI,2995
1068,2024-11-05,North,Charger,Accessories,13,1299,5158,Charlie,Credit Card,16887
1409,2024-11-21,East,Tablet,Electronics,6,49,5170,Charlie,Credit Card,294
1169,2024-10-12,Central,Tablet,Electronics,5,899,5179,Alice,UPI,4495
1425,2024-11-06,West,Tablet,Accessories,7,79,5061,Bob,Cash,553
1434,2024-04-29,South,Laptop,Accessories,8,49,5089,Frank,Cash,392
1229,2024-11-20,North,Phone,Electronics,4,299,5008,Bob,Debit Card,1196
1194,2024-08-20,West,Laptop,Accessories,11,299,5143,Eve,Debit Card,3289
1082,2024-07-31,West,  Phone  ,Electronics,9,599,5182,Eve,Net Banking,5391
1110,2024-01-28,West,Headphones,Electronics,19,19,5120,Diana,Credit Card,361
1429,2024-05-03,north,Mouse,Electronics,2,599,5009,Frank,Net Banking,1198
1146,2024-08-18,Central,Laptop,Electronics,4,79,5043,Alice,Cash,316
1093,2024-01-15,West,Keyboard,Accessories,4,79,5185,Alice,Debit Card,316
1153,2024-06-08,North,Phone,Electronics,16,299,5198,Bob,Debit Card,4784
1480,2024-10-15,South,Mouse,Electronics,4,1299,5076,Bob,UPI,5196
1249,2024-05-07,Central,Headphones,Accessories,173,899,5109,Diana,Credit Card,155527
1084,2024-08-24,West,Tablet,Accessories,10,299,5070,Eve,Debit Card,2990
1104,2024-03-21,Central,Keyboard,Accessories,2,1299,5143,Frank,UPI,2598
1166,2024-04-17,Central,Phone,Electronics,15,899,5098,Diana,Credit Card,13485
1164,2024-10-10,South,Phone,Electronics,11,1299,5066,Charlie,Cash,14289
1200,2024-10-21,West,Keyboard,Electronics,18,19,5155,Bob,Net Banking,342
1246,2024-12-17,Central,Laptop,Accessories,9,899,5007,Eve,Cash,8091
1075,2024-12-16,East,Phone,Electronics,19,1299,5163,,UPI,24681
1317,2024-10-09,East,Charger,Accessories,15,599,5156,Diana,Credit Card,8985
1230,2024-04-07,East,Mouse,Accessories,1,19,5152,Charlie,Net Banking,19
1485,2024-09-06,West,Headphones,Accessories,9,79,5015,Bob,UPI,711
1120,2024-04-08,South,Mouse,Accessories,4,599,5087,Alice,Credit Card,2396
1387,2024-09-20,North,Phone,Electronics,15,599,5142,Eve,UPI,8985
1443,2024-10-05,North,Charger,Electronics,6,1299,5002,Frank,Debit Card,7794
1262,2024-04-21,Central,Laptop,Electronics,19,299,5107,Diana,Debit Card,5681
1365,2024-12-07,West,Mouse,Accessories,4,79,5143,Diana,Cash,316
1412,2024-04-10,Central,Mouse,Accessories,13,599,5173,Alice,Credit Card,7787
1336,2024-01-06,West,Phone,Accessories,4,899,5108,Frank,Cash,3596
1263,2024-02-29,West,Keyboard,Accessories,13,599,5101,Alice,Debit Card,7787
1481,2024-09-10,West,Mouse,Accessories,1,899,5182,Diana,Net Banking,899
1419,2024-07-14,North,Laptop,Electronics,3,79,5019,Alice,UPI,237
1395,2024-12-07,North,Mouse,Accessories,2,899,5084,Eve,UPI,1798
1281,2024-04-25,Central,  Keyboard  ,Electronics,8,19,5013,Eve,Cash,152
1037,2024-02-20,South,Mouse,Accessories,12,49,5093,Eve,UPI,588
1197,2024-11-13,West,Mouse,Electronics,7,299,5116,Diana,Credit Card,2093
1140,2024-12-17,East,Mouse,Accessories,3,599,5152,Eve,UPI,1797
1376,2024-09-03,South,Mouse,Accessories,18,79,5099,Alice,Debit Card,1422
1494,2024-05-26,Central,Keyboard,Accessories,3,1299,5038,Diana,Credit Card,3897
1292,2024-12-31,East,Tablet,Electronics,6,899,5097,Charlie,Net Banking,5394
1314,2024-12-30,Central,Mouse,Accessories,4,299,5076,Eve,Debit Card,1196
1060,2024-07-24,South,Mouse,Accessories,9,1299,5060,Alice,Credit Card,11691
1473,2024-04-03,Central,Mouse,Accessories,7,19,5035,Charlie,Debit Card,133
1112,2024-07-19,South,Charger,Accessories,3,1299,5142,Alice,Debit Card,3897
1090,2024-07-06,East,Mouse,Electronics,12,79,5084,Diana,Net Banking,948
1418,2024-04-12,East,Charger,Electronics,4,79,5121,Diana,,316
1007,2024-01-21,South,Charger,Electronics,8,49,5047,Charlie,Credit Card,392
1372,2024-09-02,East,Charger,Electronics,19,1299,5142,Eve,Debit Card,24681
1355,2024-10-07,Central,Phone,Accessories,13,899,5200,Charlie,Credit Card,11687
1347,2024-04-25,South,Phone,Accessories,4,19,5168,Frank,Debit Card,76
1159,2024-03-06,West,Phone,Accessories,5,19,5005,Alice,UPI,95
1151,2024-02-05,West,Laptop,Accessories,3,79,5017,Alice,Credit Card,237
1393,2024-10-14,South,Phone,Electronics,14,79,5030,Bob,Cash,1106
1039,2024-02-24,North,Tablet,Electronics,8,49,5165,Alice,Net Banking,392
1323,2024-10-10,North,Headphones,Electronics,4,299,5041,Charlie,Net Banking,1196
1199,2024-09-24,West,  Headphones  ,Accessories,11,1299,5014,Eve,Cash,14289
1450,2024-10-16,East,Phone,Accessories,5,1299,5127,Diana,Debit Card,6495
1147,2024-08-24,South,Charger,Accessories,13,19,5169,Frank,Credit Card,247
1405,2024-12-07,Central,Tablet,Accessories,7,599,5083,Bob,UPI,4193
1148,2024-05-22,West,Laptop,Electronics,15,599,5167,Diana,Debit Card,8985
1315,2024-02-20,East,  Laptop  ,Electronics,11,19,5030,Alice,Cash,209
1490,2024-10-16,West,Charger,Electronics,3,79,5093,Diana,Debit Card,237
1124,2024-02-04,Central,Laptop,Electronics,14,79,5115,Charlie,Credit Card,1106
1403,2024-11-09,South,Charger,Electronics,17,599,5150,Charlie,Credit Card,10183
1097,2024-11-22,Central,Headphones,Electronics,19,19,5161,Eve,Cash,361
1144,2024-04-05,East,Charger,Accessories,8,49,5028,Bob,Net Banking,392
1240,2024-09-15,North,Phone,Accessories,6,1299,5104,Eve,UPI,7794
1407,2024-06-28,South,Headphones,Accessories,19,1299,5179,Alice,Net Banking,24681
1098,2024-01-09,North,Phone,Electronics,9,299,5007,Alice,UPI,2691
1361,2024-06-22,east,Phone,Electronics,8,19,5186,Eve,Net Banking,152
1123,2024-08-01,South,Mouse,Electronics,12,1299,5147,Charlie,Cash,15588
1184,2024-11-13,East,Tablet,Accessories,6,19,5192,Charlie,Net Banking,114
1203,2024-04-22,West,Keyboard,Electronics,13,599,5058,Diana,Net Banking,7787
1247,2024-07-17,Central,Keyboard,Accessories,13,1299,5080,Eve,UPI,16887
1483,2024-12-22,East,Phone,Electronics,13,1299,5174,Diana,Credit Card,16887
1306,2024-05-07,South,Tablet,Electronics,18,49,5172,Bob,Cash,882
1362,2024-10-06,Central,Laptop,Electronics,16,19,5153,Frank,Cash,304
1308,2024-06-24,West,Keyboard,Electronics,11,49,5139,Alice,Net Banking,539
1408,2024-06-18,South,Laptop,Accessories,4,299,5131,Frank,Net Banking,1196
1291,2024-12-14,East,Charger,Electronics,2,599,5131,Diana,UPI,1198
1126,2024-04-10,Central,Tablet,Electronics,2,19,5085,Bob,Credit Card,38
1311,2024-06-06,South,Charger,Accessories,16,1299,5108,Eve,UPI,20784
1224,2024-07-02,Central,Phone,Electronics,8,19,5197,Charlie,Credit Card,152
1441,2024-04-26,East,Laptop,Accessories,12,49,5068,Charlie,Credit Card,588
1220,2024-07-16,South,Laptop,Electronics,18,19,5123,Eve,UPI,342
1130,2024-08-05,West,Charger,Accessories,13,1299,5169,,Cash,16887
1433,2024-05-24,East,Phone,Accessories,6,19,5052,Charlie,Credit Card,114
1491,2024-06-28,East,Phone,Electronics,4,1299,5150,Eve,UPI,5196
1337,2024-04-08,South,Charger,Accessories,11,49,5139,Bob,,539
1389,2024-05-22,Central,Headphones,Electronics,7,299,5072,Charlie,Cash,2093
1298,2024-06-17,South,Laptop,Electronics,15,299,5126,Bob,Debit Card,4485
1366,2024-05-30,South,Phone,Electronics,18,49,5191,Charlie,UPI,882
1302,2024-10-03,Central,Tablet,Accessories,11,1299,5116,Eve,Net Banking,14289
1295,2024-11-05,North,Headphones,Accessories,2,299,5148,Eve,Debit Card,598
1378,2024-12-20,East,Phone,Accessories,15,599,5115,Frank,Debit Card,8985
1349,2024-09-09,East,Charger,Accessories,7,79,5047,Diana,Cash,553
1113,2024-11-23,South,Keyboard,Electronics,13,1299,5057,Alice,Net Banking,16887
1180,2024-09-15,North,Laptop,Accessories,9,1299,5099,Diana,Debit Card,11691
1453,2024-04-27,East,Headphones,Electronics,16,899,5062,Bob,UPI,14384
1348,2024-07-09,Central,Charger,Electronics,4,19,5156,Bob,Cash,76
1339,2024-02-06,Central,Keyboard,Accessories,12,899,5015,Frank,Credit Card,10788
1498,2024-01-04,West,Charger,Accessories,10,299,5132,Diana,Cash,2990
1371,2024-10-25,East,Mouse,Electronics,18,79,5046,Diana,UPI,1422
1234,2024-04-06,East,Headphones,Electronics,14,19,5072,Charlie,Net Banking,266
1461,2024-10-04,South,Headphones,Accessories,3,49,5050,Frank,Credit Card,147
1463,2024-09-03,South,Tablet,Accessories,13,899,5069,Eve,UPI,11687
1165,2024-01-28,West,Tablet,Accessories,5,299,5074,Bob,Credit Card,1495
1137,2024-02-11,East,Laptop,Accessories,6,19,5086,Charlie,UPI,114
1198,2024-02-21,South,Mouse,Electronics,15,599,5092,Charlie,Debit Card,8985
1259,2024-09-08,North,Keyboard,Accessories,18,299,5160,,Credit Card,5382
1233,2024-05-23,North,Keyboard,Accessories,16,299,5085,Charlie,Debit Card,4784
1116,2024-02-17,Central,Headphones,Electronics,15,1299,5021,Charlie,Debit Card,19485
1121,2024-06-20,East,Tablet,Electronics,16,79,5165,Bob,UPI,1264
1370,2024-04-13,East,Phone,Accessories,10,49,5181,Alice,Net Banking,490
1225,2024-05-02,Central,Phone,Accessories,17,19,5051,Charlie,Debit Card,323
1415,2024-02-29,Central,Keyboard,Accessories,8,1299,5073,Eve,Credit Card,10392
1356,2024-08-10,North,Charger,Accessories,9,79,5087,Alice,Debit Card,711
1128,2024-09-13,Central,Laptop,Accessories,5,79,5140,Bob,UPI,395
1286,2024-09-10,West,Keyboard,Accessories,14,49,5059,Frank,Net Banking,686
1424,2024-12-20,South,Tablet,Accessories,9,1299,5181,Alice,UPI,11691
1108,2024-08-18,East,Headphones,Electronics,10,79,5170,Eve,Cash,790
1382,2024-11-08,south,Charger,Electronics,2,899,5091,Eve,Credit Card,1798
1334,2024-06-06,Central,Mouse,Accessories,17,79,5017,Diana,UPI,1343
1134,2024-07-25,West,Headphones,Electronics,7,19,5196,Charlie,UPI,133
1375,2024-06-18,South,Keyboard,Electronics,1,19,5137,Alice,UPI,19
1045,2024-01-21,East,Charger,Accessories,9,899,5100,Alice,UPI,8091
1477,2024-12-06,Central,Laptop,Accessories,6,49,5087,Alice,Credit Card,294
1066,2024-04-15,North,Headphones,Electronics,12,599,5152,Eve,Net Banking,7188
1284,2024-04-13,East,Keyboard,Electronics,10,899,5156,Alice,UPI,8990
1086,2024-02-22,East,Headphones,Electronics,3,49,5073,Eve,Credit Card,147
1243,2024-12-11,Central,Mouse,Electronics,9,79,5198,Bob,Cash,711
1187,2024-11-02,West,Headphones,Electronics,1,49,5021,Diana,Cash,49
